id	well	plate	total_reads	coverage	genecounts	treatment	RNAlibBatch	RNAseqBatch	DNAlibBatch	DNAseqBatch	egglayBatch	eclosionBatch	platingBatch	part	mainchrgenecounts
31_E9_b	31_E9	E9	31	9618946	6.03008	2563288	1	5	3	2	2	2	2	20	body	2122067
31_F1_b	31_F1	F1	31	10381140	6.47415	1513044	1	5	3	2	2	2	2	20	body	1171381
31_F10_b	31_F10	F10	31	11630802	7.10365	2986845	1	5	3	2	2	2	2	20	body	2453365
31_F11_b	31_F11	F11	31	6259496	3.92885	3556294	1	5	3	2	2	2	2	20	body	2954292
31_F2_b	31_F2	F2	31	11368414	6.7349	2019173	1	5	3	2	2	2	2	20	body	1726321
31_F3_b	31_F3	F3	31	11334190	7.1114	3114574	1	5	3	2	2	2	2	20	body	2558609
31_F4_b	31_F4	F4	31	11078084	6.71148	2276791	1	5	3	2	2	2	2	20	body	1885976
31_F5_b	31_F5	F5	31	10980382	6.90974	3117983	1	5	3	2	2	2	2	20	body	2547344
31_F6_b	31_F6	F6	31	11518190	7.18013	4155387	1	5	3	2	2	2	2	20	body	3401722
31_F7_b	31_F7	F7	31	13108450	7.79057	3148768	1	5	3	2	2	2	2	20	body	2621092
31_F8_b	31_F8	F8	31	9157976	5.71362	5315882	1	5	3	2	2	2	2	20	body	4341889
31_F9_b	31_F9	F9	31	9251540	5.80927	2976172	1	5	3	2	2	2	2	20	body	2449800
31_G1_b	31_G1	G1	31	12212076	7.50034	2005288	1	5	3	2	2	2	2	20	body	1570093
31_G10_b	31_G10	G10	31	11218004	6.89986	3246903	1	5	3	2	2	2	2	20	body	2679883
31_G11_b	31_G11	G11	31	9497330	5.85556	4683396	1	5	3	2	2	2	2	20	body	3973402
31_G12_b	31_G12	G12	31	10475978	6.51991	4115575	1	5	3	2	2	2	2	20	body	3254240
31_G2_b	31_G2	G2	31	11400678	6.86938	1313677	1	5	3	2	2	2	2	20	body	1058517
31_G3_b	31_G3	G3	31	12148736	7.35828	2993841	1	5	3	2	2	2	2	20	body	2386538
31_G4_b	31_G4	G4	31	9520354	6.04224	997682	1	5	3	2	2	2	2	20	body	830153
31_G5_b	31_G5	G5	31	11554752	7.19394	2704477	1	5	3	2	2	2	2	20	body	2255904
31_G6_b	31_G6	G6	31	11634856	7.11731	6260586	1	5	3	2	2	2	2	20	body	5056474
31_G7_b	31_G7	G7	31	13875188	8.22513	3237172	1	5	3	2	2	2	2	20	body	2647550
31_G8_b	31_G8	G8	31	12304352	7.25137	3478109	1	5	3	2	2	2	2	20	body	2811534
31_G9_b	31_G9	G9	31	11759302	7.16792	4650001	1	5	3	2	2	2	2	20	body	3808567
31_H1_b	31_H1	H1	31	10785804	6.58629	1819477	1	5	3	2	2	2	2	20	body	1455069
31_H10_b	31_H10	H10	31	10610362	6.50181	4859795	1	5	3	2	2	2	2	20	body	3891720
31_H11_b	31_H11	H11	31	10951066	6.79681	3355903	1	5	3	2	2	2	2	20	body	2686094
31_H12_b	31_H12	H12	31	9894274	6.11814	3419079	1	5	3	2	2	2	2	20	body	2816245
31_H2_b	31_H2	H2	31	11325226	6.98427	2180510	1	5	3	2	2	2	2	20	body	1771788
31_H3_b	31_H3	H3	31	11081036	6.77721	3010336	1	5	3	2	2	2	2	20	body	2425961
31_H4_b	31_H4	H4	31	9420144	5.90081	2603323	1	5	3	2	2	2	2	20	body	2100850
31_H5_b	31_H5	H5	31	12033982	7.55045	2286635	1	5	3	2	2	2	2	20	body	1842787
31_H6_b	31_H6	H6	31	16499632	9.40309	7443023	1	5	3	2	2	2	2	20	body	5838142
31_H7_b	31_H7	H7	31	15469304	9.23236	5003318	1	5	3	2	2	2	2	20	body	4108294
31_H8_b	31_H8	H8	31	12467606	7.77905	3700853	1	5	3	2	2	2	2	20	body	2996060
31_H9_b	31_H9	H9	31	16776740	9.82826	2290991	1	5	3	2	2	2	2	20	body	1770040
82_A1_b	82_A1	A1	82	13179902	5.80578	1359357	1	4	6	1	1	1	4	22	body	1011071
82_A1_h	82_A1	A1	82	13179902	5.80578	4593565	1	1	1	1	1	1	4	22	head	3721624
82_A10_b	82_A10	A10	82	39868158	3.94551	1021253	1	4	6	1	1	1	4	22	body	799714
82_A10_h	82_A10	A10	82	39868158	3.94551	9492559	1	1	1	1	1	1	4	22	head	7881547
82_A11_b	82_A11	A11	82	34923190	3.84827	1947267	1	4	6	1	1	1	4	22	body	1477353
82_A11_h	82_A11	A11	82	34923190	3.84827	6897514	1	1	1	1	1	1	4	22	head	5758533
82_A12_b	82_A12	A12	82	16367986	5.58841	2127211	1	4	6	1	1	1	4	22	body	1769745
82_A12_h	82_A12	A12	82	16367986	5.58841	1824307	1	1	4	1	1	1	4	22	head	1552012
82_A2_b	82_A2	A2	82	12375726	4.1571	506277	1	4	6	1	1	1	4	22	body	467975
82_A2_h	82_A2	A2	82	12375726	4.1571	4384350	1	1	1	1	1	1	4	22	head	3443274
82_A3_b	82_A3	A3	82	8559434	4.13997	1594257	1	4	6	1	1	1	4	22	body	1266024
82_A3_h	82_A3	A3	82	8559434	4.13997	3568081	1	1	1	1	1	1	4	22	head	2979409
82_A4_b	82_A4	A4	82	13460028	5.33202	3258541	1	4	6	1	1	1	4	22	body	2486772
82_A4_h	82_A4	A4	82	13460028	5.33202	10966173	1	1	1	1	1	1	4	22	head	9181456
82_A5_b	82_A5	A5	82	14127376	5.53969	1856579	1	4	6	1	1	1	4	22	body	1446014
82_A5_h	82_A5	A5	82	14127376	5.53969	10798954	1	1	1	1	1	1	4	22	head	9212980
82_A6_b	82_A6	A6	82	12026740	4.95322	1888574	1	4	6	1	1	1	4	22	body	1543300
82_A6_h	82_A6	A6	82	12026740	4.95322	4662081	1	1	1	1	1	1	4	22	head	3971194
82_A7_b	82_A7	A7	82	13970924	5.84225	1637224	1	4	6	1	1	1	4	22	body	1292550
82_A7_h	82_A7	A7	82	13970924	5.84225	921824	1	1	4	1	1	1	4	22	head	799875
82_A8_b	82_A8	A8	82	12882402	4.14335	1170368	1	4	6	1	1	1	4	22	body	1050912
82_A8_h	82_A8	A8	82	12882402	4.14335	8836099	1	1	1	1	1	1	4	22	head	7467369
82_B1_b	82_B1	B1	82	12712484	5.60196	2438184	1	4	6	1	1	1	4	22	body	1820996
82_B1_h	82_B1	B1	82	12712484	5.60196	8601683	1	1	1	1	1	1	4	22	head	7038166
82_B10_b	82_B10	B10	82	11821246	4.46137	692117	1	4	6	1	1	1	4	22	body	572271
82_B10_h	82_B10	B10	82	11821246	4.46137	1468390	1	1	1	1	1	1	4	22	head	1228571
82_B11_b	82_B11	B11	82	14571980	5.18888	545819	1	4	6	1	1	1	4	22	body	437498
82_B12_b	82_B12	B12	82	11015606	4.49158	1100668	1	4	6	1	1	1	4	22	body	946458
82_B12_h	82_B12	B12	82	11015606	4.49158	5864697	1	1	1	1	1	1	4	22	head	4912007
82_B2_b	82_B2	B2	82	11190962	5.00575	1466782	1	4	6	1	1	1	4	22	body	1105424
82_B2_h	82_B2	B2	82	11190962	5.00575	1814553	1	1	1	1	1	1	4	22	head	1559110
82_B3_b	82_B3	B3	82	10075460	4.02598	1721088	1	4	6	1	1	1	4	22	body	1352879
82_B3_h	82_B3	B3	82	10075460	4.02598	6648522	1	1	1	1	1	1	4	22	head	5615514
82_B4_b	82_B4	B4	82	13482588	5.81628	1399905	1	4	6	1	1	1	4	22	body	1161827
82_B4_h	82_B4	B4	82	13482588	5.81628	10801167	1	1	1	1	1	1	4	22	head	8865568
82_B5_b	82_B5	B5	82	13066566	4.69506	1521429	1	4	6	1	1	1	4	22	body	1165178
82_B5_h	82_B5	B5	82	13066566	4.69506	5178021	1	1	1	1	1	1	4	22	head	3925577
82_B6_b	82_B6	B6	82	12379176	5.31485	1396217	1	4	6	1	1	1	4	22	body	1139666
82_B6_h	82_B6	B6	82	12379176	5.31485	2790624	1	1	1	1	1	1	4	22	head	2371082
82_B7_b	82_B7	B7	82	12822672	5.66937	826215	1	4	6	1	1	1	4	22	body	675442
82_B7_h	82_B7	B7	82	12822672	5.66937	3858686	1	1	1	1	1	1	4	22	head	3247464
82_B8_b	82_B8	B8	82	15003764	5.96537	1206969	1	4	6	1	1	1	4	22	body	1014127
82_C1_b	82_C1	C1	82	9166376	4.28124	1318061	1	4	6	1	1	1	4	22	body	1134713
82_C1_h	82_C1	C1	82	9166376	4.28124	11401089	1	1	1	1	1	1	4	22	head	9708764
82_C11_b	82_C11	C11	82	9777112	4.16523	1312698	1	4	6	1	1	1	4	22	body	981186
82_C12_b	82_C12	C12	82	47183866	4.50311	1311380	1	4	6	1	1	1	4	22	body	993090
82_C12_h	82_C12	C12	82	47183866	4.50311	1299231	1	1	1	1	1	1	4	22	head	1090501
82_C3_b	82_C3	C3	82	13120966	5.00089	659013	1	4	6	1	1	1	4	22	body	493030
82_C4_b	82_C4	C4	82	14652070	5.29006	1649171	1	4	6	1	1	1	4	22	body	1237007
82_C4_h	82_C4	C4	82	14652070	5.29006	4070596	1	1	1	1	1	1	4	22	head	3434137
82_C5_b	82_C5	C5	82	18085558	6.13827	1272593	1	4	6	1	1	1	4	22	body	966137
82_C5_h	82_C5	C5	82	18085558	6.13827	7485932	1	1	1	1	1	1	4	22	head	6648791
82_C6_b	82_C6	C6	82	12334774	4.81314	1724717	1	4	6	1	1	1	4	22	body	1342303
82_C7_b	82_C7	C7	82	13772836	5.53936	1687835	1	4	6	1	1	1	4	22	body	1254355
82_C7_h	82_C7	C7	82	13772836	5.53936	3275819	1	1	1	1	1	1	4	22	head	2602551
82_C8_b	82_C8	C8	82	14829484	5.9013	2058817	1	4	6	1	1	1	4	22	body	1600584
82_C8_h	82_C8	C8	82	14829484	5.9013	5490924	1	1	1	1	1	1	4	22	head	4684667
82_C9_b	82_C9	C9	82	55522874	5.49612	1121497	1	4	6	1	1	1	4	22	body	893116
82_C9_h	82_C9	C9	82	55522874	5.49612	4981078	1	1	1	1	1	1	4	22	head	4266484
82_D1_b	82_D1	D1	82	11400514	5.01963	1090685	1	4	6	1	1	1	4	22	body	950867
82_D1_h	82_D1	D1	82	11400514	5.01963	5613645	1	1	1	1	1	1	4	22	head	4775947
82_D10_b	82_D10	D10	82	13961862	5.15528	1287523	1	4	6	1	1	1	4	22	body	930934
82_D10_h	82_D10	D10	82	13961862	5.15528	4748480	1	1	1	1	1	1	4	22	head	3735809
82_D11_b	82_D11	D11	82	15590778	6.09207	1453138	1	4	6	1	1	1	4	22	body	1079473
82_D12_b	82_D12	D12	82	11378056	3.7506	1086234	1	4	6	1	1	1	4	22	body	844850
82_D12_h	82_D12	D12	82	11378056	3.7506	1833543	1	1	1	1	1	1	4	22	head	1457325
82_D2_b	82_D2	D2	82	11461638	5.15754	1050607	1	4	6	1	1	1	4	22	body	819565
82_D3_b	82_D3	D3	82	9445968	4.16459	1159678	1	4	6	1	1	1	4	22	body	859748
82_D3_h	82_D3	D3	82	9445968	4.16459	2348545	1	1	1	1	1	1	4	22	head	2020033
82_D4_b	82_D4	D4	82	12490410	5.53373	2673096	1	4	6	1	1	1	4	22	body	2013380
82_D4_h	82_D4	D4	82	12490410	5.53373	2338008	1	1	4	1	1	1	4	22	head	2118086
82_D5_b	82_D5	D5	82	14593434	5.54953	988742	1	4	6	1	1	1	4	22	body	769420
82_D5_h	82_D5	D5	82	14593434	5.54953	1416547	1	1	4	1	1	1	4	22	head	1206502
82_D6_b	82_D6	D6	82	11769186	5.13386	2067365	1	4	6	1	1	1	4	22	body	1567979
82_D6_h	82_D6	D6	82	11769186	5.13386	2267756	1	1	1	1	1	1	4	22	head	1881509
82_D7_b	82_D7	D7	82	12866006	5.2908	2009019	1	4	6	1	1	1	4	22	body	1530040
82_D7_h	82_D7	D7	82	12866006	5.2908	3593172	1	1	1	1	1	1	4	22	head	3096291
82_D8_b	82_D8	D8	82	14225708	5.97986	1572395	1	4	6	1	1	1	4	22	body	1232773
82_D8_h	82_D8	D8	82	14225708	5.97986	2181165	1	1	1	1	1	1	4	22	head	1852421
82_D9_b	82_D9	D9	82	13845074	4.45758	1065161	1	4	6	1	1	1	4	22	body	830112
82_D9_h	82_D9	D9	82	13845074	4.45758	1698454	1	1	1	1	1	1	4	22	head	1466980
82_E1_b	82_E1	E1	82	11360636	4.92004	639086	1	4	6	1	1	1	4	22	body	532697
82_E1_h	82_E1	E1	82	11360636	4.92004	5982930	1	1	1	1	1	1	4	22	head	4893519
82_E10_b	82_E10	E10	82	14113966	5.16383	1119786	1	4	6	1	1	1	4	22	body	862869
82_E10_h	82_E10	E10	82	14113966	5.16383	6304910	1	1	1	1	1	1	4	22	head	5262747
82_E11_b	82_E11	E11	82	10506130	4.17164	1097246	1	4	6	1	1	1	4	22	body	840590
82_E11_h	82_E11	E11	82	10506130	4.17164	1977849	1	1	4	1	1	1	4	22	head	1556468
82_E12_b	82_E12	E12	82	10504258	4.30405	663480	1	4	6	1	1	1	4	22	body	497969
82_E12_h	82_E12	E12	82	10504258	4.30405	3956104	1	1	1	1	1	1	4	22	head	3420865
82_E2_h	82_E2	E2	82	10545738	4.80776	1857626	1	1	1	1	1	1	4	22	head	1540656
82_E3_h	82_E3	E3	82	10707582	4.96557	2442972	1	1	1	1	1	1	4	22	head	2020847
82_E4_b	82_E4	E4	82	11405858	5.00924	1052747	1	4	6	1	1	1	4	22	body	817962
82_E6_b	82_E6	E6	82	11096110	4.8709	1213735	1	4	6	1	1	1	4	22	body	908142
82_E6_h	82_E6	E6	82	11096110	4.8709	2210502	1	1	4	1	1	1	4	22	head	1909863
82_E7_b	82_E7	E7	82	13421782	6.15802	1339744	1	4	6	1	1	1	4	22	body	1019322
82_E7_h	82_E7	E7	82	13421782	6.15802	2686888	1	1	1	1	1	1	4	22	head	2288899
82_E8_b	82_E8	E8	82	17264744	6.32605	1779906	1	4	6	1	1	1	4	22	body	1323056
82_E8_h	82_E8	E8	82	17264744	6.32605	4821626	1	1	1	1	1	1	4	22	head	4141111
82_E9_b	82_E9	E9	82	13371002	5.70379	1154751	1	4	6	1	1	1	4	22	body	824216
82_E9_h	82_E9	E9	82	13371002	5.70379	3253164	1	1	1	1	1	1	4	22	head	2759356
82_F10_b	82_F10	F10	82	13173868	5.07535	563754	1	4	6	1	1	1	4	22	body	459107
82_F10_h	82_F10	F10	82	13173868	5.07535	8924356	1	1	1	1	1	1	4	22	head	7433314
82_F11_b	82_F11	F11	82	12086746	4.22361	696925	1	4	6	1	1	1	4	22	body	518303
82_F11_h	82_F11	F11	82	12086746	4.22361	1976834	1	1	1	1	1	1	4	22	head	1703471
82_F12_h	82_F12	F12	82	11609916	4.46043	1528017	1	1	1	1	1	1	4	22	head	1220483
82_F2_b	82_F2	F2	82	10059562	4.62909	966719	1	4	6	1	1	1	4	22	body	700008
82_F2_h	82_F2	F2	82	10059562	4.62909	6074890	1	1	1	1	1	1	4	22	head	5296892
82_F3_b	82_F3	F3	82	12544978	4.92885	1037110	1	4	6	1	1	1	4	22	body	803809
82_F3_h	82_F3	F3	82	12544978	4.92885	1266912	1	1	1	1	1	1	4	22	head	1073803
82_F4_b	82_F4	F4	82	9407488	4.08828	1087925	1	4	6	1	1	1	4	22	body	837955
82_F4_h	82_F4	F4	82	9407488	4.08828	10636165	1	1	1	1	1	1	4	22	head	9191143
82_F5_b	82_F5	F5	82	11253048	4.81671	778545	1	4	6	1	1	1	4	22	body	601805
82_F5_h	82_F5	F5	82	11253048	4.81671	4508858	1	1	1	1	1	1	4	22	head	4280171
82_F6_b	82_F6	F6	82	12370582	5.05482	1559077	1	4	6	1	1	1	4	22	body	1125213
82_F6_h	82_F6	F6	82	12370582	5.05482	3950954	1	1	1	1	1	1	4	22	head	3295058
82_F8_b	82_F8	F8	82	12199352	5.15052	712930	1	4	6	1	1	1	4	22	body	525561
82_F8_h	82_F8	F8	82	12199352	5.15052	3927398	1	1	1	1	1	1	4	22	head	3454183
82_F9_h	82_F9	F9	82	9049832	1.92263	2214324	1	1	1	1	1	1	4	22	head	1918314
82_G1_b	82_G1	G1	82	10720706	5.21474	1682828	1	4	6	1	1	1	4	22	body	1459380
82_G1_h	82_G1	G1	82	10720706	5.21474	9991136	1	1	1	1	1	1	4	22	head	8471175
82_G10_b	82_G10	G10	82	12969626	3.93986	1581803	1	4	6	1	1	1	4	22	body	1223180
82_G10_h	82_G10	G10	82	12969626	3.93986	1671843	1	1	1	1	1	1	4	22	head	1441524
82_G11_b	82_G11	G11	82	14122470	4.67628	946013	1	4	6	1	1	1	4	22	body	683915
82_G11_h	82_G11	G11	82	14122470	4.67628	1822200	1	1	4	1	1	1	4	22	head	1568636
82_G12_b	82_G12	G12	82	13750328	5.33388	826991	1	4	6	1	1	1	4	22	body	701572
82_G12_h	82_G12	G12	82	13750328	5.33388	2318333	1	1	1	1	1	1	4	22	head	1911680
82_G3_b	82_G3	G3	82	12154926	5.30543	1149740	1	4	6	1	1	1	4	22	body	901233
82_G3_h	82_G3	G3	82	12154926	5.30543	5578541	1	1	1	1	1	1	4	22	head	4694793
82_G4_h	82_G4	G4	82	13117524	4.87679	11778787	1	1	1	1	1	1	4	22	head	10309516
82_G5_b	82_G5	G5	82	14257696	5.05014	1567182	1	4	6	1	1	1	4	22	body	1161853
82_G6_b	82_G6	G6	82	13629630	5.45219	1263754	1	4	6	1	1	1	4	22	body	986715
82_G6_h	82_G6	G6	82	13629630	5.45219	4923410	1	1	1	1	1	1	4	22	head	4227824
82_G7_b	82_G7	G7	82	11795016	5.05044	995525	1	4	6	1	1	1	4	22	body	776500
82_G7_h	82_G7	G7	82	11795016	5.05044	5592508	1	1	1	1	1	1	4	22	head	4662978
82_G8_h	82_G8	G8	82	13617506	5.45951	5640376	1	1	1	1	1	1	4	22	head	4853556
82_G9_b	82_G9	G9	82	28353496	5.65971	1635350	1	4	6	1	1	1	4	22	body	1189814
82_G9_h	82_G9	G9	82	28353496	5.65971	3249046	1	1	1	1	1	1	4	22	head	2774501
82_H10_b	82_H10	H10	82	55271048	5.55738	1694940	1	4	6	1	1	1	4	22	body	1236046
82_H10_h	82_H10	H10	82	55271048	5.55738	1007371	1	1	1	1	1	1	4	22	head	828819
82_H11_b	82_H11	H11	82	14283182	4.97397	1473142	1	4	6	1	1	1	4	22	body	1134292
82_H11_h	82_H11	H11	82	14283182	4.97397	1583707	1	1	1	1	1	1	4	22	head	1377368
82_H2_b	82_H2	H2	82	12082154	4.92625	1667641	1	4	6	1	1	1	4	22	body	1260714
82_H3_b	82_H3	H3	82	13259220	5.18893	1073829	1	4	6	1	1	1	4	22	body	767472
82_H3_h	82_H3	H3	82	13259220	5.18893	4366880	1	1	1	1	1	1	4	22	head	3682553
82_H5_b	82_H5	H5	82	11840108	4.59223	1587456	1	4	6	1	1	1	4	22	body	1204209
82_H5_h	82_H5	H5	82	11840108	4.59223	12122087	1	1	1	1	1	1	4	22	head	10186058
82_H6_b	82_H6	H6	82	11524636	3.66578	1713740	1	4	6	1	1	1	4	22	body	1348704
82_H6_h	82_H6	H6	82	11524636	3.66578	9541012	1	1	1	1	1	1	4	22	head	8049761
82_H7_b	82_H7	H7	82	18883566	6.36352	975128	1	4	6	1	1	1	4	22	body	807359
82_H7_h	82_H7	H7	82	18883566	6.36352	6922737	1	1	1	1	1	1	4	22	head	5506681
82_H8_b	82_H8	H8	82	13983806	5.70724	1569237	1	4	6	1	1	1	4	22	body	1222690
82_H8_h	82_H8	H8	82	13983806	5.70724	3722617	1	1	1	1	1	1	4	22	head	3068894
86_A1_b	86_A1	A1	86	13304316	4.39226	1893160	1	4	6	1	1	2	4	22	body	1537668
86_A1_h	86_A1	A1	86	13304316	4.39226	6348918	1	1	1	1	1	2	4	22	head	5062731
86_A10_b	86_A10	A10	86	13854982	4.17818	1255141	1	4	6	1	1	2	4	22	body	1043271
86_A10_h	86_A10	A10	86	13854982	4.17818	3488968	1	1	1	1	1	2	4	22	head	2830404
86_A12_b	86_A12	A12	86	13523276	3.82692	1548621	1	4	6	1	1	2	4	22	body	1150753
86_A12_h	86_A12	A12	86	13523276	3.82692	5365061	1	1	1	1	1	2	4	22	head	4400546
86_A2_b	86_A2	A2	86	12092148	3.96637	1776248	1	4	6	1	1	2	4	22	body	1451501
86_A2_h	86_A2	A2	86	12092148	3.96637	7169657	1	1	1	1	1	2	4	22	head	6147486
86_A3_b	86_A3	A3	86	6693646	2.93948	1094745	1	4	6	1	1	2	4	22	body	902246
86_A4_b	86_A4	A4	86	14015650	4.81509	1950110	1	4	6	1	1	2	4	22	body	1598859
86_A4_h	86_A4	A4	86	14015650	4.81509	10564347	1	1	1	1	1	2	4	22	head	9066784
86_A5_b	86_A5	A5	86	13412250	4.04475	2032880	1	4	6	1	1	2	4	22	body	1581267
86_A5_h	86_A5	A5	86	13412250	4.04475	5483261	1	1	1	1	1	2	4	22	head	4568771
86_A6_b	86_A6	A6	86	13590534	5.01875	1850107	1	4	6	1	1	2	4	22	body	1492105
86_A6_h	86_A6	A6	86	13590534	5.01875	4449801	1	1	1	1	1	2	4	22	head	3710451
86_A7_b	86_A7	A7	86	14234326	4.79294	3336643	1	4	6	1	1	2	4	22	body	2634788
86_A7_h	86_A7	A7	86	14234326	4.79294	4696472	1	1	1	1	1	2	4	22	head	3972715
86_A8_b	86_A8	A8	86	13135996	4.09796	2488758	1	4	6	1	1	2	4	22	body	2109915
86_A8_h	86_A8	A8	86	13135996	4.09796	4150242	1	1	1	1	1	2	4	22	head	3502917
86_A9_b	86_A9	A9	86	12897716	4.98741	2327294	1	4	6	1	1	2	4	22	body	1873556
86_A9_h	86_A9	A9	86	12897716	4.98741	3938543	1	1	1	1	1	2	4	22	head	3344168
86_B1_b	86_B1	B1	86	10669012	4.55956	1077950	1	4	6	1	1	2	4	22	body	804025
86_B1_h	86_B1	B1	86	10669012	4.55956	6635029	1	1	1	1	1	2	4	22	head	5652577
86_B10_b	86_B10	B10	86	11905458	3.80118	1390379	1	4	6	1	1	2	4	22	body	1118336
86_B10_h	86_B10	B10	86	11905458	3.80118	3181821	1	1	1	1	1	2	4	22	head	2666939
86_B11_b	86_B11	B11	86	12554718	3.5721	1293186	1	4	6	1	1	2	4	22	body	1069480
86_B12_b	86_B12	B12	86	11974956	1.79565	1096963	1	4	6	1	1	2	4	22	body	901997
86_B12_h	86_B12	B12	86	11974956	1.79565	4467284	1	1	1	1	1	2	4	22	head	3753909
86_B2_b	86_B2	B2	86	10884088	4.22733	1619905	1	4	6	1	1	2	4	22	body	1278649
86_B2_h	86_B2	B2	86	10884088	4.22733	2126289	1	1	1	1	1	2	4	22	head	1760622
86_B4_b	86_B4	B4	86	14678374	4.59597	1939588	1	4	6	1	1	2	4	22	body	1626134
86_B4_h	86_B4	B4	86	14678374	4.59597	9163201	1	1	1	1	1	2	4	22	head	7871037
86_B6_b	86_B6	B6	86	14737096	5.1322	1970914	1	4	6	1	1	2	4	22	body	1613678
86_B6_h	86_B6	B6	86	14737096	5.1322	2662675	1	1	1	1	1	2	4	22	head	2245147
86_B7_b	86_B7	B7	86	14389664	4.43177	1995163	1	4	6	1	1	2	4	22	body	1649023
86_B7_h	86_B7	B7	86	14389664	4.43177	3097823	1	1	1	1	1	2	4	22	head	2574290
86_B8_b	86_B8	B8	86	13784160	3.34105	1855446	1	4	6	1	1	2	4	22	body	1421232
86_B8_h	86_B8	B8	86	13784160	3.34105	5580775	1	1	1	1	1	2	4	22	head	4684592
86_B9_b	86_B9	B9	86	13433580	4.64896	2087797	1	4	6	1	1	2	4	22	body	1672207
86_B9_h	86_B9	B9	86	13433580	4.64896	4497798	1	1	1	1	1	2	4	22	head	3843526
86_C1_b	86_C1	C1	86	8277954	3.2696	1729302	1	4	6	1	1	2	4	22	body	1387288
86_C1_h	86_C1	C1	86	8277954	3.2696	5173310	1	1	1	1	1	2	4	22	head	4280862
86_C10_b	86_C10	C10	86	17548028	4.0145	1879802	1	4	6	1	1	2	4	22	body	1543740
86_C10_h	86_C10	C10	86	17548028	4.0145	1603542	1	1	1	1	1	2	4	22	head	1378721
86_C11_b	86_C11	C11	86	8957552	3.38502	1221870	1	4	6	1	1	2	4	22	body	1021794
86_C12_b	86_C12	C12	86	48019036	4.36283	1713207	1	4	6	1	1	2	4	22	body	1427617
86_C12_h	86_C12	C12	86	48019036	4.36283	4408775	1	1	1	1	1	2	4	22	head	3657531
86_C2_b	86_C2	C2	86	9696352	4.46982	2077866	1	4	6	1	1	2	4	22	body	1651466
86_C2_h	86_C2	C2	86	9696352	4.46982	3330033	1	1	1	1	1	2	4	22	head	2770208
86_C3_b	86_C3	C3	86	12735338	4.57444	1073989	1	4	6	1	1	2	4	22	body	882602
86_C3_h	86_C3	C3	86	12735338	4.57444	3537062	1	1	1	1	1	2	4	22	head	2769546
86_C4_b	86_C4	C4	86	13338396	4.32633	1896367	1	4	6	1	1	2	4	22	body	1561073
86_C4_h	86_C4	C4	86	13338396	4.32633	12022618	1	1	1	1	1	2	4	22	head	10285218
86_C5_b	86_C5	C5	86	16236960	4.83802	1968854	1	4	6	1	1	2	4	22	body	1612697
86_C5_h	86_C5	C5	86	16236960	4.83802	9754395	1	1	1	1	1	2	4	22	head	8058897
86_C6_b	86_C6	C6	86	14501494	4.87176	2180535	1	4	6	1	1	2	4	22	body	1834390
86_C6_h	86_C6	C6	86	14501494	4.87176	2477202	1	1	1	1	1	2	4	22	head	2104462
86_C7_b	86_C7	C7	86	14861868	4.9233	1999606	1	4	6	1	1	2	4	22	body	1727307
86_C7_h	86_C7	C7	86	14861868	4.9233	5553948	1	1	1	1	1	2	4	22	head	4887952
86_C8_b	86_C8	C8	86	13192860	4.04284	2852398	1	4	6	1	1	2	4	22	body	2313852
86_C8_h	86_C8	C8	86	13192860	4.04284	4429238	1	1	1	1	1	2	4	22	head	3828648
86_C9_b	86_C9	C9	86	12953674	4.26292	1867277	1	4	6	1	1	2	4	22	body	1530234
86_C9_h	86_C9	C9	86	12953674	4.26292	3031011	1	1	1	1	1	2	4	22	head	2618558
86_D1_b	86_D1	D1	86	11171080	4.57585	1166436	1	4	6	1	1	2	4	22	body	939257
86_D1_h	86_D1	D1	86	11171080	4.57585	4594372	1	1	1	1	1	2	4	22	head	3820105
86_D11_b	86_D11	D11	86	13879150	4.47331	1170169	1	4	6	1	1	2	4	22	body	976379
86_D11_h	86_D11	D11	86	13879150	4.47331	1391261	1	1	1	1	1	2	4	22	head	1174450
86_D12_b	86_D12	D12	86	13047396	4.30724	573873	1	4	6	1	1	2	4	22	body	492966
86_D12_h	86_D12	D12	86	13047396	4.30724	4687698	1	1	1	1	1	2	4	22	head	3861675
86_D2_b	86_D2	D2	86	26866514	5.16694	1335622	1	4	6	1	1	2	4	22	body	1081243
86_D2_h	86_D2	D2	86	26866514	5.16694	2790285	1	1	1	1	1	2	4	22	head	2284848
86_D3_b	86_D3	D3	86	10518202	4.05199	1519503	1	4	6	1	1	2	4	22	body	1230232
86_D4_b	86_D4	D4	86	11934764	4.06766	1568640	1	4	6	1	1	2	4	22	body	1316394
86_D4_h	86_D4	D4	86	11934764	4.06766	6662141	1	1	1	1	1	2	4	22	head	5778999
86_D5_b	86_D5	D5	86	12481746	4.02309	1861143	1	4	6	1	1	2	4	22	body	1488702
86_D5_h	86_D5	D5	86	12481746	4.02309	6300418	1	1	1	1	1	2	4	22	head	5356320
86_D6_b	86_D6	D6	86	12282634	4.01579	1500738	1	4	6	1	1	2	4	22	body	1254664
86_D6_h	86_D6	D6	86	12282634	4.01579	2178067	1	1	1	1	1	2	4	22	head	1845947
86_D7_b	86_D7	D7	86	14234560	3.95326	1609565	1	4	6	1	1	2	4	22	body	1260598
86_D7_h	86_D7	D7	86	14234560	3.95326	2391856	1	1	1	1	1	2	4	22	head	2003494
