id	well	plate	total_reads	coverage	genecounts	treatment	RNAlibBatch	RNAseqBatch	DNAlibBatch	DNAseqBatch	egglayBatch	eclosionBatch	platingBatch	part	mainchrgenecounts
115_A7_h	115_A7	A7	115	13011956	7.68652	3357354	1	2	3	3	4	2	5	23	head	2370588
115_A8_b	115_A8	A8	115	12324404	7.59117	8644631	1	5	3	2	2	2	5	23	body	6610484
115_A8_h	115_A8	A8	115	12324404	7.59117	3990091	1	2	3	3	4	2	5	23	head	3044689
115_A9_b	115_A9	A9	115	11610644	6.99038	1735709	1	5	3	2	2	2	5	23	body	1357526
115_A9_h	115_A9	A9	115	11610644	6.99038	3645193	1	2	3	3	4	2	5	23	head	2538428
115_B10_b	115_B10	B10	115	9163848	5.74945	1903166	1	5	3	2	2	2	5	23	body	1503401
115_B10_h	115_B10	B10	115	9163848	5.74945	5790492	1	2	3	3	4	2	5	23	head	4547729
115_B11_b	115_B11	B11	115	6515358	3.94072	1906890	1	5	3	2	2	2	5	23	body	1484513
115_B11_h	115_B11	B11	115	6515358	3.94072	6467028	1	2	3	3	4	2	5	23	head	4951022
115_B12_b	115_B12	B12	115	8315750	4.92002	3460181	1	5	3	2	2	2	5	23	body	2802874
115_B3_h	115_B3	B3	115	9277114	5.55286	1746754	1	2	3	3	4	2	5	23	head	1249196
115_B4_h	115_B4	B4	115	9402964	5.91068	3069630	1	2	3	3	4	2	5	23	head	2374685
115_B6_h	115_B6	B6	115	8854618	5.21723	1328247	1	2	3	3	4	2	5	23	head	972300
115_B7_b	115_B7	B7	115	10025558	6.14651	6282012	1	5	3	2	2	2	5	23	body	4922472
115_B8_b	115_B8	B8	115	10950610	6.54654	4134645	1	5	3	2	2	2	5	23	body	3305662
115_B8_h	115_B8	B8	115	10950610	6.54654	4569428	1	2	3	3	4	2	5	23	head	3455710
115_B9_b	115_B9	B9	115	9441654	5.81445	5482618	1	5	3	2	2	2	5	23	body	4296110
115_B9_h	115_B9	B9	115	9441654	5.81445	3873794	1	2	3	3	4	2	5	23	head	3014124
115_C10_b	115_C10	C10	115	10295648	5.99423	1336745	1	5	3	2	2	2	5	23	body	1057127
115_C10_h	115_C10	C10	115	10295648	5.99423	1270495	1	2	3	3	4	2	5	23	head	954690
115_C11_b	115_C11	C11	115	5887982	3.58273	3463940	1	5	3	2	2	2	5	23	body	2727760
115_C11_h	115_C11	C11	115	5887982	3.58273	3001380	1	2	3	3	4	2	5	23	head	2150037
115_C12_h	115_C12	C12	115	9096790	5.21703	11775211	1	2	3	3	4	2	5	23	head	10174451
115_C4_h	115_C4	C4	115	9907394	5.96343	1964971	1	2	3	3	4	2	5	23	head	1519949
115_C5_h	115_C5	C5	115	9300182	5.7672	3281845	1	2	3	3	4	2	5	23	head	2503275
115_C6_h	115_C6	C6	115	10590132	6.13096	4312480	1	2	3	3	4	2	5	23	head	3325381
115_C7_b	115_C7	C7	115	12117488	7.44043	5974075	1	5	3	2	2	2	5	23	body	4630520
115_C7_h	115_C7	C7	115	12117488	7.44043	1231057	1	2	3	3	4	2	5	23	head	930938
115_C8_b	115_C8	C8	115	12010072	6.92915	7369318	1	5	3	2	2	2	5	23	body	5630517
115_C8_h	115_C8	C8	115	12010072	6.92915	4716805	1	2	3	3	4	2	5	23	head	3627130
115_C9_b	115_C9	C9	115	9873176	6.00952	5400106	1	5	3	2	2	2	5	23	body	4258373
115_C9_h	115_C9	C9	115	9873176	6.00952	2513784	1	2	3	3	4	2	5	23	head	1942443
115_D1_h	115_D1	D1	115	10937908	6.25699	1968218	1	2	3	3	4	2	5	23	head	1491320
115_D10_b	115_D10	D10	115	3080694	1.94202	3382561	1	5	3	2	2	2	5	23	body	2640736
115_D10_h	115_D10	D10	115	3080694	1.94202	1343691	1	2	3	3	4	2	5	23	head	1072378
115_D11_b	115_D11	D11	115	7793394	4.62808	5145365	1	5	3	2	2	2	5	23	body	4214160
115_D11_h	115_D11	D11	115	7793394	4.62808	1894088	1	2	3	3	4	2	5	23	head	1400788
115_D12_b	115_D12	D12	115	9313704	5.65903	9792449	1	5	3	2	2	2	5	23	body	7981135
115_D12_h	115_D12	D12	115	9313704	5.65903	5314517	1	2	3	3	4	2	5	23	head	4056582
115_D2_h	115_D2	D2	115	10090918	6.02341	1127752	1	2	3	3	4	2	5	23	head	810542
115_D4_h	115_D4	D4	115	3830152	2.27043	699897	1	2	3	3	4	2	5	23	head	568163
115_D5_h	115_D5	D5	115	9516508	5.97733	787891	1	2	3	3	4	2	5	23	head	605793
115_D6_h	115_D6	D6	115	11454988	6.94811	3403530	1	2	3	3	4	2	5	23	head	2593166
115_D7_b	115_D7	D7	115	9308158	5.75596	6095799	1	5	3	2	2	2	5	23	body	4641231
115_D7_h	115_D7	D7	115	9308158	5.75596	1237128	1	2	3	3	4	2	5	23	head	925137
115_D8_b	115_D8	D8	115	11020640	6.52599	768543	1	5	3	2	2	2	5	23	body	611212
115_D8_h	115_D8	D8	115	11020640	6.52599	3111728	1	2	3	3	4	2	5	23	head	2348536
115_D9_b	115_D9	D9	115	3820024	2.31099	3539024	1	5	3	2	2	2	5	23	body	2853621
115_D9_h	115_D9	D9	115	3820024	2.31099	2355069	1	2	3	3	4	2	5	23	head	1818373
115_E10_b	115_E10	E10	115	9292714	5.40728	6328760	1	5	3	2	2	2	5	23	body	4941733
115_E10_h	115_E10	E10	115	9292714	5.40728	1594643	1	2	3	3	4	2	5	23	head	1133961
115_E11_b	115_E11	E11	115	5550252	3.41736	3627954	1	5	3	2	2	2	5	23	body	2871269
115_E11_h	115_E11	E11	115	5550252	3.41736	2052624	1	2	3	3	4	2	5	23	head	1492874
115_E12_b	115_E12	E12	115	2356032	1.39855	1575803	1	5	3	2	2	2	5	23	body	1239065
115_E3_h	115_E3	E3	115	9959030	5.92846	1081221	1	2	3	3	4	2	5	23	head	808444
115_E4_h	115_E4	E4	115	9891752	6.0341	987126	1	2	3	3	4	2	5	23	head	732461
115_E5_h	115_E5	E5	115	11772110	7.17642	3788519	1	2	3	3	4	2	5	23	head	2971451
115_E6_h	115_E6	E6	115	10370516	6.16375	4266722	1	2	3	3	4	2	5	23	head	3202423
115_E7_b	115_E7	E7	115	9095624	5.75271	5581953	1	5	3	2	2	2	5	23	body	4477266
115_E9_b	115_E9	E9	115	8538132	5.44365	4977173	1	5	3	2	2	2	5	23	body	3979949
115_E9_h	115_E9	E9	115	8538132	5.44365	8039728	1	2	3	3	4	2	5	23	head	6101222
115_F10_b	115_F10	F10	115	8641880	4.98613	5433328	1	5	3	2	2	2	5	23	body	4441803
115_F10_h	115_F10	F10	115	8641880	4.98613	9596117	1	2	3	3	4	2	5	23	head	7143918
115_F11_b	115_F11	F11	115	5518552	3.25811	4635412	1	5	3	2	2	2	5	23	body	3578598
115_F11_h	115_F11	F11	115	5518552	3.25811	2373886	1	2	3	3	4	2	5	23	head	1711019
115_F3_h	115_F3	F3	115	9253754	5.51044	2507633	1	2	3	3	4	2	5	23	head	1820809
115_F5_h	115_F5	F5	115	9101824	5.75912	3124628	1	2	3	3	4	2	5	23	head	2319569
115_F6_h	115_F6	F6	115	10323858	6.30915	4798901	1	2	3	3	4	2	5	23	head	3598595
115_F7_b	115_F7	F7	115	9811680	5.77365	8247051	1	5	3	2	2	2	5	23	body	6577614
115_F7_h	115_F7	F7	115	9811680	5.77365	1681142	1	2	3	3	4	2	5	23	head	1197711
115_F8_b	115_F8	F8	115	8752208	5.41761	4448542	1	5	3	2	2	2	5	23	body	3610312
115_F8_h	115_F8	F8	115	8752208	5.41761	3698057	1	2	3	3	4	2	5	23	head	2827635
115_F9_b	115_F9	F9	115	7328302	4.49107	4897219	1	5	3	2	2	2	5	23	body	4039679
115_F9_h	115_F9	F9	115	7328302	4.49107	1314075	1	2	3	3	4	2	5	23	head	1059977
115_G1_h	115_G1	G1	115	9384076	5.87163	2399831	1	2	3	3	4	2	5	23	head	1827370
115_G10_b	115_G10	G10	115	10481998	6.366	5358530	1	5	3	2	2	2	5	23	body	4129217
115_G10_h	115_G10	G10	115	10481998	6.366	6052025	1	2	3	3	4	2	5	23	head	4551960
115_G11_b	115_G11	G11	115	9256380	5.83321	2307694	1	5	3	2	2	2	5	23	body	1858427
115_G11_h	115_G11	G11	115	9256380	5.83321	3710359	1	2	3	3	4	2	5	23	head	2843247
115_G12_b	115_G12	G12	115	8849738	5.21143	6265556	1	5	3	2	2	2	5	23	body	4895980
115_G2_h	115_G2	G2	115	9708394	5.62473	3538350	1	2	3	3	4	2	5	23	head	2567101
115_G3_h	115_G3	G3	115	10358108	6.12963	1697666	1	2	3	3	4	2	5	23	head	1356941
115_G4_h	115_G4	G4	115	6821636	4.3025	2562915	1	2	3	3	4	2	5	23	head	1731692
115_G5_h	115_G5	G5	115	8767190	5.56264	1214504	1	2	3	3	4	2	5	23	head	922153
115_G6_h	115_G6	G6	115	10470350	6.02874	1980992	1	2	3	3	4	2	5	23	head	1478754
115_G7_b	115_G7	G7	115	8710454	4.71703	7270447	1	5	3	2	2	2	5	23	body	5550508
115_G7_h	115_G7	G7	115	8710454	4.71703	2168579	1	2	3	3	4	2	5	23	head	1658554
115_G8_b	115_G8	G8	115	11785084	7.12306	7394282	1	5	3	2	2	2	5	23	body	5925456
115_G8_h	115_G8	G8	115	11785084	7.12306	2379993	1	2	3	3	4	2	5	23	head	1769189
115_G9_b	115_G9	G9	115	11055674	6.28266	8594887	1	5	3	2	2	2	5	23	body	6744784
115_G9_h	115_G9	G9	115	11055674	6.28266	5193447	1	2	3	3	4	2	5	23	head	3656279
115_H1_b	115_H1	H1	115	10903216	6.51478	1228484	1	5	3	2	2	2	5	23	body	1132490
115_H1_h	115_H1	H1	115	10903216	6.51478	581866	1	2	3	3	4	2	5	23	head	450083
115_H10_b	115_H10	H10	115	10270000	6.17653	8901271	1	5	3	2	2	2	5	23	body	7000811
115_H10_h	115_H10	H10	115	10270000	6.17653	3348663	1	2	3	3	4	2	5	23	head	2389554
115_H11_b	115_H11	H11	115	9058666	5.4938	10317772	1	5	3	2	2	2	5	23	body	8250585
115_H11_h	115_H11	H11	115	9058666	5.4938	773033	1	2	3	3	4	2	5	23	head	585603
115_H12_b	115_H12	H12	115	8356554	5.05102	6111192	1	5	3	2	2	2	5	23	body	4646831
115_H4_h	115_H4	H4	115	10729970	6.52804	3412568	1	2	3	3	4	2	5	23	head	2545856
115_H5_h	115_H5	H5	115	10009802	6.25304	3084670	1	2	3	3	4	2	5	23	head	2606281
115_H6_h	115_H6	H6	115	17109682	9.58699	2244702	1	2	3	3	4	2	5	23	head	1703049
115_H7_b	115_H7	H7	115	13167940	7.74305	9360547	1	5	3	2	2	2	5	23	body	7383506
115_H7_h	115_H7	H7	115	13167940	7.74305	3339557	1	2	3	3	4	2	5	23	head	2239824
115_H8_b	115_H8	H8	115	11015502	6.40501	9231315	1	5	3	2	2	2	5	23	body	7277066
115_H8_h	115_H8	H8	115	11015502	6.40501	3847572	1	2	3	3	4	2	5	23	head	2813785
115_H9_b	115_H9	H9	115	9045492	5.58069	9268468	1	5	3	2	2	2	5	23	body	7349550
137_A1_b	137_A1	A1	137	7673940	4.45601	1997111	1	5	3	2	2	1	6	24	body	1569060
137_A1_h	137_A1	A1	137	7673940	4.45601	1752405	1	2	3	3	4	1	6	24	head	1278024
137_A10_b	137_A10	A10	137	9260940	5.80046	2800934	1	5	3	2	2	1	6	24	body	2218334
137_A10_h	137_A10	A10	137	9260940	5.80046	4379362	1	2	3	3	4	1	6	24	head	3372107
137_A11_b	137_A11	A11	137	15337738	9.13312	2327030	1	5	3	2	2	1	6	24	body	1718821
137_A11_h	137_A11	A11	137	15337738	9.13312	3660888	1	2	3	3	4	1	6	24	head	2815638
137_A12_b	137_A12	A12	137	17201778	9.66671	4273244	1	5	3	2	2	1	6	24	body	3219146
137_A12_h	137_A12	A12	137	17201778	9.66671	3291272	1	2	3	3	4	1	6	24	head	2532473
137_A2_b	137_A2	A2	137	11132892	6.64671	2461168	1	5	3	2	2	1	6	24	body	1978322
137_A2_h	137_A2	A2	137	11132892	6.64671	5945259	1	2	3	3	4	1	6	24	head	4696455
137_A3_b	137_A3	A3	137	15091534	9.36014	2461633	1	5	3	2	2	1	6	24	body	1872028
137_A3_h	137_A3	A3	137	15091534	9.36014	3580662	1	2	3	3	4	1	6	24	head	2737963
137_A5_b	137_A5	A5	137	14130488	8.57095	3888522	1	5	3	2	2	1	6	24	body	2883262
137_A6_b	137_A6	A6	137	9882914	5.8653	3160235	1	5	3	2	2	1	6	24	body	2434969
137_A6_h	137_A6	A6	137	9882914	5.8653	670795	1	2	3	3	4	1	6	24	head	483799
137_A7_b	137_A7	A7	137	15171244	9.11785	2855472	1	5	3	2	2	1	6	24	body	2138217
137_A7_h	137_A7	A7	137	15171244	9.11785	5529008	1	2	3	3	4	1	6	24	head	4295346
137_A8_b	137_A8	A8	137	16671032	9.9446	2556413	1	5	3	2	2	1	6	24	body	1898142
137_A8_h	137_A8	A8	137	16671032	9.9446	3829024	1	2	3	3	4	1	6	24	head	3038829
137_A9_b	137_A9	A9	137	14539384	8.65034	2101903	1	5	3	2	2	1	6	24	body	1536244
137_A9_h	137_A9	A9	137	14539384	8.65034	2391081	1	2	3	3	4	1	6	24	head	1861915
137_B1_b	137_B1	B1	137	15748908	9.37342	2456454	1	5	3	2	2	1	6	24	body	1836409
137_B1_h	137_B1	B1	137	15748908	9.37342	1799430	1	2	3	3	4	1	6	24	head	1363497
137_B10_b	137_B10	B10	137	14603090	8.63951	2080274	1	5	3	2	2	1	6	24	body	1562386
137_B10_h	137_B10	B10	137	14603090	8.63951	3003216	1	2	3	3	4	1	6	24	head	2348666
137_B11_b	137_B11	B11	137	13929368	8.41672	2354324	1	5	3	2	2	1	6	24	body	1858615
137_B11_h	137_B11	B11	137	13929368	8.41672	2564328	1	2	3	3	4	1	6	24	head	2009887
137_B12_b	137_B12	B12	137	14629308	8.61454	6540500	1	5	3	2	2	1	6	24	body	5273921
137_B12_h	137_B12	B12	137	14629308	8.61454	2219841	1	2	3	3	4	1	6	24	head	1720940
137_B2_b	137_B2	B2	137	8927022	4.97387	2646282	1	5	3	2	2	1	6	24	body	2105641
137_B2_h	137_B2	B2	137	8927022	4.97387	1713032	1	2	3	3	4	1	6	24	head	1224184
137_B3_b	137_B3	B3	137	12406726	7.41653	1508008	1	5	3	2	2	1	6	24	body	1185197
137_B3_h	137_B3	B3	137	12406726	7.41653	3063385	1	2	3	3	4	1	6	24	head	2318899
137_B4_b	137_B4	B4	137	15242414	8.931	3443081	1	5	3	2	2	1	6	24	body	2817936
137_B4_h	137_B4	B4	137	15242414	8.931	3588085	1	2	3	3	4	1	6	24	head	2560899
137_B5_b	137_B5	B5	137	15926568	9.42694	3131717	1	5	3	2	2	1	6	24	body	2354255
137_B5_h	137_B5	B5	137	15926568	9.42694	2747728	1	2	3	3	4	1	6	24	head	2067196
137_B6_b	137_B6	B6	137	14877946	9.2692	2862765	1	5	3	2	2	1	6	24	body	2283051
137_B6_h	137_B6	B6	137	14877946	9.2692	3530888	1	2	3	3	4	1	6	24	head	2604792
137_B7_b	137_B7	B7	137	17680550	10.5713	4243480	1	5	3	2	2	1	6	24	body	3268216
137_B7_h	137_B7	B7	137	17680550	10.5713	2609273	1	2	3	3	4	1	6	24	head	2021444
137_B8_b	137_B8	B8	137	13403866	7.97329	3372241	1	5	3	2	2	1	6	24	body	2600778
137_B8_h	137_B8	B8	137	13403866	7.97329	1927453	1	2	3	3	4	1	6	24	head	1351291
137_B9_b	137_B9	B9	137	17832866	10.0863	3035865	1	5	3	2	2	1	6	24	body	2336851
137_B9_h	137_B9	B9	137	17832866	10.0863	2204237	1	2	3	3	4	1	6	24	head	1639473
137_C10_b	137_C10	C10	137	12605062	7.35206	2760177	1	5	3	2	2	1	6	24	body	2228253
137_C10_h	137_C10	C10	137	12605062	7.35206	877745	1	2	3	3	4	1	6	24	head	622407
137_C11_b	137_C11	C11	137	12476076	6.87195	2830978	1	5	3	2	2	1	6	24	body	2295825
137_C11_h	137_C11	C11	137	12476076	6.87195	645727	1	2	3	3	4	1	6	24	head	479689
137_C12_b	137_C12	C12	137	12839130	7.84202	5158042	1	5	3	2	2	1	6	24	body	4174581
137_C12_h	137_C12	C12	137	12839130	7.84202	1297492	1	2	3	3	4	1	6	24	head	962605
137_C2_b	137_C2	C2	137	8280866	5.32185	1129410	1	5	3	2	2	1	6	24	body	859295
137_C2_h	137_C2	C2	137	8280866	5.32185	1717476	1	2	3	3	4	1	6	24	head	1239683
137_C3_b	137_C3	C3	137	6989370	4.3511	1224703	1	5	3	2	2	1	6	24	body	963714
137_C3_h	137_C3	C3	137	6989370	4.3511	1744018	1	2	3	3	4	1	6	24	head	1238246
137_C4_b	137_C4	C4	137	15140726	7.90681	2560358	1	5	3	2	2	1	6	24	body	2088229
137_C4_h	137_C4	C4	137	15140726	7.90681	3292817	1	2	3	3	4	1	6	24	head	2500398
137_C5_b	137_C5	C5	137	11620272	7.20786	2546292	1	5	3	2	2	1	6	24	body	1897225
137_C5_h	137_C5	C5	137	11620272	7.20786	1958955	1	2	3	3	4	1	6	24	head	1381330
137_C6_b	137_C6	C6	137	16887640	10.1727	4133419	1	5	3	2	2	1	6	24	body	3304941
137_C6_h	137_C6	C6	137	16887640	10.1727	3591603	1	2	3	3	4	1	6	24	head	2696250
137_C7_b	137_C7	C7	137	17543458	9.74725	2669436	1	5	3	2	2	1	6	24	body	1999010
137_C7_h	137_C7	C7	137	17543458	9.74725	554584	1	2	3	3	4	1	6	24	head	411598
137_C8_b	137_C8	C8	137	20681912	11.9624	4958310	1	5	3	2	2	1	6	24	body	3935726
137_C8_h	137_C8	C8	137	20681912	11.9624	1343123	1	2	3	3	4	1	6	24	head	996328
137_D1_h	137_D1	D1	137	16238614	9.54791	1014529	1	2	3	3	4	1	6	24	head	782306
137_D10_b	137_D10	D10	137	13733632	8.27645	10974735	1	5	3	2	2	1	6	24	body	8486328
137_D10_h	137_D10	D10	137	13733632	8.27645	2457460	1	2	3	3	4	1	6	24	head	1757147
137_D11_b	137_D11	D11	137	13246944	7.54012	5408549	1	5	3	2	2	1	6	24	body	4098339
137_D11_h	137_D11	D11	137	13246944	7.54012	1071214	1	2	3	3	4	1	6	24	head	771959
137_D12_b	137_D12	D12	137	11026046	6.73695	11552144	1	5	3	2	2	1	6	24	body	8555526
137_D12_h	137_D12	D12	137	11026046	6.73695	3554818	1	2	3	3	4	1	6	24	head	2584305
137_D2_b	137_D2	D2	137	14038746	7.99765	526566	1	5	3	2	2	1	6	24	body	430914
137_D2_h	137_D2	D2	137	14038746	7.99765	2111759	1	2	3	3	4	1	6	24	head	1676812
137_D3_b	137_D3	D3	137	15326702	9.24913	10226792	1	5	3	2	2	1	6	24	body	8205951
137_D3_h	137_D3	D3	137	15326702	9.24913	1073847	1	2	3	3	4	1	6	24	head	876880
137_D4_b	137_D4	D4	137	13790520	8.05751	4394036	1	5	3	2	2	1	6	24	body	3245614
137_D4_h	137_D4	D4	137	13790520	8.05751	3344568	1	2	3	3	4	1	6	24	head	2428016
137_D5_b	137_D5	D5	137	12433386	6.84138	11488350	1	5	3	2	2	1	6	24	body	8462458
137_D5_h	137_D5	D5	137	12433386	6.84138	1915469	1	2	3	3	4	1	6	24	head	1413811
137_D6_h	137_D6	D6	137	7531774	4.28302	4701564	1	2	3	3	4	1	6	24	head	3707589
137_D7_b	137_D7	D7	137	16412062	9.94265	11583111	1	5	3	2	2	1	6	24	body	9030516
137_D7_h	137_D7	D7	137	16412062	9.94265	4974385	1	2	3	3	4	1	6	24	head	3759512
137_D8_b	137_D8	D8	137	15331958	9.0458	7727815	1	5	3	2	2	1	6	24	body	5829829
137_D8_h	137_D8	D8	137	15331958	9.0458	3006026	1	2	3	3	4	1	6	24	head	2000927
137_D9_h	137_D9	D9	137	4784816	2.74316	5126175	1	2	3	3	4	1	6	24	head	3798036
137_E1_b	137_E1	E1	137	10212038	6.0592	1891977	1	5	3	2	2	1	6	24	body	1480779
137_E1_h	137_E1	E1	137	10212038	6.0592	4095470	1	2	3	3	4	1	6	24	head	2993896
137_E10_b	137_E10	E10	137	17097222	9.83891	3149911	1	5	3	2	2	1	6	24	body	2480768
137_E11_b	137_E11	E11	137	14080820	8.31485	3031338	1	5	3	2	2	1	6	24	body	2348478
137_E2_b	137_E2	E2	137	9137502	5.33302	2181351	1	5	3	2	2	1	6	24	body	1737249
137_E2_h	137_E2	E2	137	9137502	5.33302	659824	1	2	3	3	4	1	6	24	head	462365
137_E3_b	137_E3	E3	137	14546500	8.50153	1589749	1	5	3	2	2	1	6	24	body	1244899
137_E3_h	137_E3	E3	137	14546500	8.50153	3230771	1	2	3	3	4	1	6	24	head	2543722
137_E4_b	137_E4	E4	137	11164726	6.51203	2740771	1	5	3	2	2	1	6	24	body	1994094
137_E4_h	137_E4	E4	137	11164726	6.51203	3158232	1	2	3	3	4	1	6	24	head	2315831
137_E5_b	137_E5	E5	137	18002062	10.386	4070064	1	5	3	2	2	1	6	24	body	2965504
137_E5_h	137_E5	E5	137	18002062	10.386	4150680	1	2	3	3	4	1	6	24	head	3299878
137_E6_b	137_E6	E6	137	7318386	4.47623	2883277	1	5	3	2	2	1	6	24	body	2114350
137_E6_h	137_E6	E6	137	7318386	4.47623	3547883	1	2	3	3	4	1	6	24	head	2637151
137_E7_b	137_E7	E7	137	16619946	9.93146	3258047	1	5	3	2	2	1	6	24	body	2468714
137_E8_b	137_E8	E8	137	18613614	10.126	3741003	1	5	3	2	2	1	6	24	body	2955728
137_E8_h	137_E8	E8	137	18613614	10.126	8683474	1	2	3	3	4	1	6	24	head	6206330
137_E9_b	137_E9	E9	137	15388082	8.81561	4608244	1	5	3	2	2	1	6	24	body	3576668
137_E9_h	137_E9	E9	137	15388082	8.81561	6554632	1	2	3	3	4	1	6	24	head	5218614
137_F1_b	137_F1	F1	137	13269910	7.76608	2675865	1	5	3	2	2	1	6	24	body	1960271
137_F1_h	137_F1	F1	137	13269910	7.76608	521200	1	2	3	3	4	1	6	24	head	419113
137_F10_b	137_F10	F10	137	16177238	9.50961	3587928	1	5	3	2	2	1	6	24	body	2803244
137_F10_h	137_F10	F10	137	16177238	9.50961	2292567	1	2	3	3	4	1	6	24	head	1709703
137_F11_b	137_F11	F11	137	13240430	8.17375	4028068	1	5	3	2	2	1	6	24	body	3055608
137_F11_h	137_F11	F11	137	13240430	8.17375	892975	1	2	3	3	4	1	6	24	head	616396
137_F12_b	137_F12	F12	137	4500576	2.73434	737078	1	5	3	2	2	1	6	24	body	605837
137_F12_h	137_F12	F12	137	4500576	2.73434	4286204	1	2	3	3	4	1	6	24	head	3458282
137_F2_b	137_F2	F2	137	13701102	7.65927	2167918	1	5	3	2	2	1	6	24	body	1693946
137_F2_h	137_F2	F2	137	13701102	7.65927	2894899	1	2	3	3	4	1	6	24	head	2200183
137_F3_b	137_F3	F3	137	12919226	7.77325	2674531	1	5	3	2	2	1	6	24	body	2089412
137_F3_h	137_F3	F3	137	12919226	7.77325	1623090	1	2	3	3	4	1	6	24	head	1215124
137_F4_b	137_F4	F4	137	15150074	8.49459	2817868	1	5	3	2	2	1	6	24	body	2136830
137_F4_h	137_F4	F4	137	15150074	8.49459	4875833	1	2	3	3	4	1	6	24	head	4032022
137_F5_b	137_F5	F5	137	13337178	7.8525	3192925	1	5	3	2	2	1	6	24	body	2373549
137_F5_h	137_F5	F5	137	13337178	7.8525	3491994	1	2	3	3	4	1	6	24	head	2693497
137_F6_b	137_F6	F6	137	16585252	10.0102	3421804	1	5	3	2	2	1	6	24	body	2638164
137_F6_h	137_F6	F6	137	16585252	10.0102	4183410	1	2	3	3	4	1	6	24	head	3192398
137_F7_b	137_F7	F7	137	16926358	9.53981	2282427	1	5	3	2	2	1	6	24	body	1778085
137_F7_h	137_F7	F7	137	16926358	9.53981	2494227	1	2	3	3	4	1	6	24	head	1754965
137_F8_b	137_F8	F8	137	14270164	8.26327	2196629	1	5	3	2	2	1	6	24	body	1533412
137_F8_h	137_F8	F8	137	14270164	8.26327	3314899	1	2	3	3	4	1	6	24	head	2665903
137_F9_b	137_F9	F9	137	13340440	8.26456	4087838	1	5	3	2	2	1	6	24	body	3207076
137_F9_h	137_F9	F9	137	13340440	8.26456	2786893	1	2	3	3	4	1	6	24	head	2171979
137_G1_b	137_G1	G1	137	8636964	5.13876	4295324	1	5	3	2	2	1	6	24	body	3360715
137_G1_h	137_G1	G1	137	8636964	5.13876	2990736	1	2	3	3	4	1	6	24	head	2340600
137_G10_b	137_G10	G10	137	13176068	7.5649	4255633	1	5	3	2	2	1	6	24	body	3142439
137_G10_h	137_G10	G10	137	13176068	7.5649	3486114	1	2	3	3	4	1	6	24	head	2849780
137_G12_b	137_G12	G12	137	13197018	7.92375	6230779	1	5	3	2	2	1	6	24	body	4665458
137_G12_h	137_G12	G12	137	13197018	7.92375	2796565	1	2	3	3	4	1	6	24	head	2022163
137_G3_b	137_G3	G3	137	16824504	10.1778	3368497	1	5	3	2	2	1	6	24	body	2610982
137_G3_h	137_G3	G3	137	16824504	10.1778	3562289	1	2	3	3	4	1	6	24	head	2836993
137_G4_b	137_G4	G4	137	7828810	4.63462	2461667	1	5	3	2	2	1	6	24	body	1839048
137_G4_h	137_G4	G4	137	7828810	4.63462	3520106	1	2	3	3	4	1	6	24	head	2559149
137_G5_b	137_G5	G5	137	14307530	8.71341	2844748	1	5	3	2	2	1	6	24	body	2018295
137_G5_h	137_G5	G5	137	14307530	8.71341	3963227	1	2	3	3	4	1	6	24	head	3012544
137_G7_b	137_G7	G7	137	17916504	10.5566	5004782	1	5	3	2	2	1	6	24	body	3863112
137_G7_h	137_G7	G7	137	17916504	10.5566	4018224	1	2	3	3	4	1	6	24	head	3107919
137_G8_b	137_G8	G8	137	11057292	6.5357	6222964	1	5	3	2	2	1	6	24	body	4832036
137_G8_h	137_G8	G8	137	11057292	6.5357	3940000	1	2	3	3	4	1	6	24	head	3201852
137_G9_b	137_G9	G9	137	16372204	9.73433	5389430	1	5	3	2	2	1	6	24	body	3952579
137_G9_h	137_G9	G9	137	16372204	9.73433	1860275	1	2	3	3	4	1	6	24	head	1455658
137_H1_b	137_H1	H1	137	15439854	8.71408	2430500	1	5	3	2	2	1	6	24	body	1860921
137_H1_h	137_H1	H1	137	15439854	8.71408	2735315	1	2	3	3	4	1	6	24	head	2087548
137_H10_b	137_H10	H10	137	15299034	8.46823	8829847	1	5	3	2	2	1	6	24	body	6695835
137_H10_h	137_H10	H10	137	15299034	8.46823	3541450	1	2	3	3	4	1	6	24	head	2575092
137_H11_b	137_H11	H11	137	14477930	8.26636	5001317	1	5	3	2	2	1	6	24	body	3814281
137_H11_h	137_H11	H11	137	14477930	8.26636	2946786	1	2	3	3	4	1	6	24	head	2302695
137_H12_b	137_H12	H12	137	12168290	7.51055	5403341	1	5	3	2	2	1	6	24	body	3907425
137_H2_b	137_H2	H2	137	11599830	7.09965	3463467	1	5	3	2	2	1	6	24	body	2731532
137_H2_h	137_H2	H2	137	11599830	7.09965	8071869	1	2	3	3	4	1	6	24	head	6269166
137_H3_b	137_H3	H3	137	13762612	7.88647	3425981	1	5	3	2	2	1	6	24	body	2652883
137_H3_h	137_H3	H3	137	13762612	7.88647	10699101	1	2	3	3	4	1	6	24	head	8682585
137_H4_b	137_H4	H4	137	15413300	9.33476	3972247	1	5	3	2	2	1	6	24	body	3080859
137_H4_h	137_H4	H4	137	15413300	9.33476	4846695	1	2	3	3	4	1	6	24	head	3581814
137_H5_b	137_H5	H5	137	13547200	8.10874	6604153	1	5	3	2	2	1	6	24	body	5016240
137_H5_h	137_H5	H5	137	13547200	8.10874	6800750	1	2	3	3	4	1	6	24	head	5262041
